cell_line_name,run_accession,tissue,disease,disease_primary,disease_secondary,disease_stage,age_at_sampling,sex,ethnicity,genomewide,promoter,cgi,cpg_shore,cpg_shelf,methylation_canyon,exon,intron,gene_body,LINE,SINE,LTR
A2780,SRR8633690,ovary,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,female,African_american,0.47371,0.129057,0.213142,0.537833,0.75735,0.127309,0.421786,0.508508,0.485799,0.660583,0.72417,0.695989
A-498,SRR8633691,kidney,carcinoma (renal_cell_carcinoma),carcinoma ,renal_cell_carcinoma,primary,52.0,male,Caucasian,0.581126,0.216352,0.325394,0.655715,0.827463,0.305464,0.515667,0.599515,0.578648,0.783569,0.822199,0.8064
A3/KAW,SRR8633692,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),lymphoid_neoplasm ,diffuse_large_B_cell_lymphoma,primary,,female,Asian,0.292476,0.122055,0.18077,0.32897,0.448362,0.147721,0.337654,0.337869,0.341497,0.329072,0.447486,0.308613
Loucy,SRR8633693,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),lymphoid_neoplasm ,acute_lymphoblastic_T_cell_leukaemia,primary,38.0,female,Caucasian,0.690681,0.330883,0.445706,0.748868,0.899146,0.456675,0.618993,0.702481,0.68212,0.880243,0.890667,0.888558
ACC-MESO-1,SRR8633694,pleura,mesothelioma,mesothelioma,,metastasis,,,Asian,0.453288,0.12124,0.215677,0.567916,0.74598,0.171732,0.420293,0.495727,0.4764,0.595864,0.683416,0.595034
ABC-1,SRR8633695,lung,carcinoma (non_small_cell_carcinoma),carcinoma ,non_small_cell_carcinoma,primary,47.0,male,Asian,0.560776,0.209617,0.329436,0.651868,0.815645,0.312382,0.512407,0.582198,0.565095,0.731651,0.797164,0.765523
K-562,SRR8633696,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia, Ph_positive)",haematopoietic_neoplasm ,"blast_phase_chronic_myeloid_leukaemia, Ph_positive",metastasis,53.0,female,Caucasian,0.259982,0.0998097,0.161541,0.327661,0.432283,0.138619,0.297803,0.295025,0.29965,0.256514,0.348,0.256002
KALS-1,SRR8633697,central_nervous_system,glioma,glioma,,primary,,female,Asian,0.401497,0.0950673,0.170282,0.487812,0.659074,0.115655,0.383315,0.442605,0.42863,0.576114,0.679587,0.572623
JVM-3,SRR8633698,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma),lymphoid_neoplasm ,,primary,73.0,male,Caucasian,0.29213,0.122641,0.193569,0.337094,0.437858,0.172499,0.337187,0.322729,0.331489,0.318937,0.440172,0.323063
K029AX,SRR8633699,skin,malignant_melanoma,malignant_melanoma,,primary,,,Caucasian,0.413494,0.103225,0.189897,0.507786,0.661982,0.16411,0.378851,0.458008,0.437082,0.552573,0.654721,0.539303
KASUMI-1,SRR8633700,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M2)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M2",primary,7.0,male,Asian,0.497426,0.14667,0.219552,0.559125,0.747108,0.215449,0.400613,0.521683,0.489851,0.72909,0.711979,0.745648
KASUMI-2,SRR8633701,haematopoietic_and_lymphoid_tissue,"lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia, L2)",lymphoid_neoplasm ,"acute_lymphoblastic_B_cell_leukaemia, L2",primary,15.0,male,Asian,0.591379,0.22911,0.323191,0.64047,0.823536,0.315795,0.528215,0.599648,0.582998,0.83763,0.872164,0.865356
KARPAS-299,SRR8633702,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (anaplastic_large_cell_lymphoma),lymphoid_neoplasm ,anaplastic_large_cell_lymphoma,primary,25.0,male,Caucasian,0.485003,0.178184,0.263858,0.546037,0.723713,0.258735,0.443118,0.506322,0.492304,0.658265,0.671834,0.66878
KARPAS-422,SRR8633703,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),lymphoid_neoplasm ,diffuse_large_B_cell_lymphoma,metastasis,73.0,female,Caucasian,0.489283,0.265842,0.374622,0.527855,0.628873,0.375804,0.511353,0.50034,0.509265,0.551503,0.645288,0.591262
MDA-MB-435S,SRR8633704,skin,malignant_melanoma,malignant_melanoma,,primary,31.0,female,Caucasian,0.419569,0.15128,0.243083,0.508409,0.681822,0.230768,0.384916,0.4495,0.433431,0.562328,0.643508,0.572083
MDA-MB-415,SRR8633705,breast,carcinoma,carcinoma,,metastasis,38.0,female,Caucasian,0.275705,0.0644849,0.121548,0.360468,0.505639,0.0755302,0.29291,0.325494,0.319044,0.360519,0.474273,0.358958
Kasumi-6,SRR8633706,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M2)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M2",primary,64.0,male,Asian,0.496916,0.108949,0.185174,0.526451,0.738779,0.138466,0.405061,0.52813,0.496136,0.726354,0.763864,0.735545
KATO III,SRR8633707,stomach,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,55.0,male,Asian,0.366166,0.172851,0.262008,0.388723,0.505006,0.239376,0.400269,0.389871,0.398047,0.398086,0.505456,0.408307
MDA-MB-175-VII,SRR8633708,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,metastasis,56.0,female,African_american,0.575368,0.161911,0.271129,0.664052,0.86874,0.264285,0.492018,0.603786,0.57356,0.831203,0.862478,0.864266
MDA-MB-157,SRR8633709,breast,"carcinoma (ductal_carcinoma, medullary)",carcinoma ,"ductal_carcinoma, medullary",metastasis,44.0,female,African_american,0.420574,0.115274,0.214759,0.559291,0.726376,0.185674,0.401766,0.469357,0.45231,0.528069,0.614428,0.502218
MDA-MB-361,SRR8633710,breast,carcinoma,carcinoma,,metastasis,40.0,female,Caucasian,0.496692,0.142859,0.244939,0.603747,0.785719,0.216753,0.437617,0.526098,0.502373,0.692353,0.763914,0.702783
MDA-MB-231,SRR8633711,breast,carcinoma,carcinoma,,metastasis,51.0,female,Caucasian,0.47483,0.164418,0.270473,0.569079,0.738087,0.259408,0.471669,0.512485,0.50535,0.587873,0.677421,0.582923
NCI-H1568,SRR8633712,lung,carcinoma (non_small_cell_carcinoma),carcinoma ,non_small_cell_carcinoma,metastasis,48.0,female,Caucasian,0.52097,0.136588,0.239696,0.638675,0.834299,0.211203,0.455044,0.568256,0.536889,0.692667,0.775094,0.672689
NCI-H1563,SRR8633713,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,male,Caucasian,0.507606,0.0876283,0.1553,0.548955,0.793013,0.123404,0.403125,0.542068,0.504646,0.778051,0.782903,0.788491
DMS 114,SRR8633714,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,primary,68.0,male,Caucasian,0.48636,0.0925113,0.188031,0.569223,0.814352,0.143602,0.401973,0.524372,0.489049,0.695362,0.733309,0.716209
DMS 153,SRR8633715,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,44.0,male,Caucasian,0.46011,0.0814706,0.16702,0.530047,0.752624,0.123176,0.386113,0.498589,0.466758,0.725275,0.785153,0.759646
NCI-H1436,SRR8633716,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,39.0,male,Caucasian,0.460273,0.114197,0.210608,0.539459,0.713127,0.175286,0.414357,0.501244,0.478301,0.659292,0.742123,0.673282
NCI-H1435,SRR8633717,lung,carcinoma (non_small_cell_carcinoma),carcinoma ,non_small_cell_carcinoma,primary,35.0,female,Caucasian,0.304389,0.0676478,0.119855,0.351989,0.514706,0.0826437,0.288193,0.354506,0.337677,0.389708,0.472809,0.377524
NCI-H146,SRR8633718,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,59.0,male,Caucasian,0.374625,0.0751126,0.1593,0.459352,0.640559,0.129683,0.367254,0.437181,0.419086,0.519156,0.614473,0.496396
NCI-H1437,SRR8633719,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,6.0,male,Caucasian,0.342226,0.0846886,0.14751,0.392666,0.566671,0.123661,0.328992,0.384127,0.371839,0.464045,0.53525,0.448894
DBTRG-05MG,SRR8633720,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,59.0,female,Caucasian,0.409113,0.114295,0.192586,0.477025,0.64961,0.146687,0.395981,0.446481,0.435848,0.558554,0.653787,0.56176
DB,SRR8633721,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),lymphoid_neoplasm ,diffuse_large_B_cell_lymphoma,metastasis,45.0,male,Caucasian,0.5561,0.257542,0.369291,0.563229,0.684109,0.383112,0.536488,0.566282,0.56301,0.652908,0.714325,0.692754
Daoy,SRR8633722,central_nervous_system,primitive_neuroectodermal_tumour-medulloblastoma,primitive_neuroectodermal_tumour-medulloblastoma,,primary,4.0,male,Caucasian,0.317671,0.0812744,0.143135,0.384028,0.512105,0.106323,0.314712,0.359793,0.349551,0.427083,0.517865,0.396451
Daudi,SRR8633723,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (Burkitt_lymphoma),lymphoid_neoplasm ,Burkitt_lymphoma,primary,16.0,male,African_american,0.663496,0.411295,0.516161,0.71945,0.816993,0.531052,0.646343,0.676904,0.672446,0.76928,0.815775,0.788892
DK-MG,SRR8633724,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,67.0,female,Caucasian,0.450708,0.134467,0.222764,0.548269,0.703837,0.172721,0.418361,0.481852,0.466407,0.65343,0.7282,0.682463
DM-3,SRR8633725,pleura,mesothelioma,mesothelioma,,metastasis,62.0,male,Caucasian,0.391766,0.0614542,0.119553,0.477346,0.688704,0.0574101,0.338694,0.435894,0.408921,0.62526,0.728649,0.650762
DEL,SRR8633726,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,lymphoid_neoplasm,,metastasis,12.0,male,Caucasian,0.5412,0.143687,0.224572,0.5809,0.77518,0.181724,0.451204,0.571036,0.541339,0.739821,0.789394,0.744412
Detroit 562,SRR8633727,upper_aerodigestive_tract,carcinoma,carcinoma,,metastasis,,female,Caucasian,0.456737,0.127176,0.228061,0.538231,0.695177,0.192558,0.434201,0.490221,0.477811,0.611334,0.685893,0.648831
LC-1F,SRR8633728,lung,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,69.0,male,Asian,0.526243,0.152429,0.265075,0.628466,0.807051,0.252653,0.445496,0.548431,0.519409,0.749007,0.785779,0.784255
LCLC-103H,SRR8633729,lung,carcinoma (large_cell_carcinoma),carcinoma ,large_cell_carcinoma,metastasis,61.0,male,Caucasian,0.376158,0.110264,0.198663,0.456301,0.605941,0.173136,0.387604,0.424346,0.417539,0.469678,0.58909,0.43368
SW 1271,SRR8633730,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,primary,69.0,male,Caucasian,0.537566,0.14092,0.246215,0.643958,0.823219,0.22758,0.456909,0.569655,0.538572,0.760804,0.800711,0.782557
OVCAR-5,SRR8633731,ovary,carcinoma,carcinoma,,primary,,female,,0.431912,0.140854,0.240213,0.494076,0.657707,0.224293,0.434816,0.471877,0.465741,0.549904,0.636386,0.550355
SW1116,SRR8633732,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,73.0,male,Caucasian,0.447111,0.149773,0.245067,0.502602,0.667822,0.227842,0.428404,0.476441,0.466465,0.581674,0.667094,0.592783
GOS-3,SRR8633733,central_nervous_system,glioma (astrocytoma),glioma ,astrocytoma,primary,55.0,male,Caucasian,0.573051,0.234642,0.349588,0.656499,0.785719,0.323314,0.527632,0.595402,0.579504,0.738197,0.798411,0.758998
GMS-10,SRR8633734,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,49.0,male,Caucasian,0.454616,0.140263,0.219832,0.537611,0.702375,0.168222,0.43054,0.494664,0.479508,0.628532,0.711651,0.639225
GI-1,SRR8633735,central_nervous_system,glioma (gliosarcoma),glioma ,gliosarcoma,primary,61.0,male,Asian,0.373878,0.117585,0.197852,0.432348,0.555365,0.144574,0.3782,0.401422,0.398956,0.498058,0.600898,0.521549
GDM-1,SRR8633736,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M4",primary,66.0,female,Caucasian,0.629362,0.225025,0.33232,0.709024,0.887037,0.296291,0.539532,0.653247,0.623264,0.841443,0.865984,0.852938
GCT,SRR8633737,soft_tissue,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,,metastasis,29.0,male,Caucasian,0.337662,0.0880873,0.163619,0.427859,0.562949,0.12178,0.348985,0.390395,0.381611,0.428462,0.551992,0.412445
GCIY,SRR8633738,stomach,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,female,Asian,0.390723,0.11008,0.188351,0.444165,0.620288,0.160599,0.37945,0.426512,0.415992,0.551825,0.638192,0.573498
GB-1,SRR8633739,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,35.0,male,Asian,0.437515,0.174415,0.277052,0.533445,0.648582,0.240203,0.454619,0.4733,0.473065,0.532889,0.639114,0.537562
GAMG,SRR8633740,central_nervous_system,glioma,glioma,,primary,42.0,female,Caucasian,0.34812,0.103647,0.187814,0.439305,0.569376,0.141438,0.359067,0.387799,0.383388,0.434041,0.535758,0.425892
HCC827,SRR8633741,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,39.0,female,Caucasian,0.472132,0.139281,0.235918,0.579089,0.751549,0.203602,0.44061,0.513018,0.494741,0.631651,0.718545,0.640477
HCC-95,SRR8633742,lung,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,65.0,male,Caucasian,0.500648,0.126882,0.234441,0.592957,0.759987,0.210366,0.435704,0.526737,0.502603,0.693142,0.752093,0.729653
HCC70,SRR8633743,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,49.0,female,African_american,0.366579,0.0777099,0.148112,0.420477,0.588306,0.094508,0.355578,0.410174,0.397555,0.49512,0.570703,0.50804
HCC-78,SRR8633744,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,65.0,male,Caucasian,0.473391,0.134971,0.22864,0.525282,0.70211,0.20283,0.439081,0.506034,0.490474,0.658175,0.727626,0.67911
HCC-44,SRR8633745,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,54.0,female,Caucasian,0.441822,0.128604,0.213352,0.495595,0.670274,0.189421,0.418978,0.483668,0.468668,0.607843,0.697833,0.631602
HCC-56,SRR8633746,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,,Asian,0.503752,0.119991,0.207674,0.558875,0.757909,0.160098,0.426129,0.532533,0.503989,0.736645,0.771547,0.765701
GRANTA-519,SRR8633747,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (mantle_cell_lymphoma),lymphoid_neoplasm ,mantle_cell_lymphoma,primary,58.0,female,Caucasian,0.445988,0.122374,0.203287,0.471721,0.63723,0.184843,0.395458,0.460481,0.444374,0.67262,0.719373,0.718433
GP2d,SRR8633748,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,71.0,female,Caucasian,0.484758,0.167275,0.265221,0.537541,0.711851,0.24238,0.460175,0.515181,0.503082,0.629092,0.697578,0.646947
OVCAR-8,SRR8633749,ovary,carcinoma,carcinoma,,primary,64.0,female,Caucasian,0.533829,0.160123,0.266147,0.623768,0.822807,0.251751,0.473785,0.560177,0.537867,0.7708,0.79844,0.804492
Saos-2,SRR8633750,bone,osteosarcoma,osteosarcoma,,primary,11.0,female,Caucasian,0.309318,0.0767694,0.140467,0.377188,0.521199,0.101845,0.291975,0.340909,0.329046,0.459568,0.485427,0.470464
NCI-H196,SRR8633751,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,68.0,male,Caucasian,0.323215,0.0720583,0.141069,0.392607,0.528961,0.0961317,0.336538,0.375848,0.367598,0.438171,0.557621,0.413232
NCI-H1975,SRR8633752,lung,carcinoma (non_small_cell_carcinoma),carcinoma ,non_small_cell_carcinoma,primary,,female,Caucasian,0.534752,0.172506,0.277587,0.616326,0.820413,0.265278,0.488073,0.56548,0.546587,0.718541,0.778216,0.72981
Panc 03.27,SRR8633753,pancreas,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,65.0,female,Caucasian,0.461955,0.0985722,0.193581,0.52493,0.734222,0.156682,0.406165,0.490437,0.468182,0.704819,0.756137,0.73948
HT-1080,SRR8633754,soft_tissue,fibrosarcoma,fibrosarcoma,,metastasis,35.0,male,Caucasian,0.384764,0.121546,0.206268,0.456541,0.575703,0.177424,0.38677,0.42696,0.419156,0.483745,0.577157,0.490593
Panc 02.13,SRR8633755,pancreas,carcinoma,carcinoma,,primary,64.0,female,Caucasian,0.486085,0.120072,0.215697,0.55988,0.758213,0.185998,0.440546,0.52565,0.504176,0.671734,0.748968,0.674566
HSC-4,SRR8633756,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,64.0,male,Asian,0.483091,0.160191,0.265528,0.551657,0.722553,0.241915,0.464245,0.518353,0.506454,0.639761,0.707073,0.658513
OUMS-23,SRR8633757,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,,Asian,0.480757,0.167352,0.263307,0.562021,0.722345,0.234642,0.456923,0.515739,0.502,0.611812,0.704482,0.593301
RT4,SRR8633758,urinary_tract,"carcinoma (transitional_cell_carcinoma, papillary_transitional_cell_carcinoma)",carcinoma ,"transitional_cell_carcinoma, papillary_transitional_cell_carcinoma",primary,63.0,male,Caucasian,0.484221,0.13773,0.24298,0.560141,0.736588,0.207515,0.445519,0.518185,0.500182,0.65737,0.714946,0.683928
RERF-LC-MS,SRR8633759,lung,carcinoma (non_small_cell_carcinoma),carcinoma ,non_small_cell_carcinoma,primary,,,Asian,0.364108,0.0665393,0.138723,0.437073,0.650083,0.0777734,0.324741,0.409132,0.385052,0.530774,0.643398,0.540362
T-47D,SRR8633760,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,metastasis,54.0,female,Caucasian,0.407073,0.124826,0.222997,0.494554,0.677205,0.193709,0.407523,0.44746,0.439656,0.517765,0.63019,0.513952
SUIT-2,SRR8633761,pancreas,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,metastasis,73.0,male,Asian,0.507536,0.170442,0.28174,0.600988,0.769532,0.270911,0.47403,0.535068,0.520886,0.675877,0.74229,0.69012
NCI-H2081,SRR8633762,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,59.0,female,Caucasian,0.481278,0.106246,0.195104,0.556486,0.75833,0.155046,0.420887,0.519876,0.493698,0.709364,0.764112,0.722547
NCI-H2085,SRR8633763,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,45.0,male,Caucasian,0.496087,0.108277,0.192211,0.58754,0.788987,0.174831,0.429045,0.543648,0.512614,0.699381,0.780836,0.716159
OUMS-27,SRR8633764,bone,chondrosarcoma,chondrosarcoma,,primary,,male,Asian,0.458109,0.105873,0.201716,0.576494,0.763445,0.173947,0.410476,0.495785,0.473676,0.636205,0.726507,0.634985
RVH-421,SRR8633765,skin,malignant_melanoma,malignant_melanoma,,metastasis,28.0,male,Caucasian,0.42556,0.122772,0.217474,0.530492,0.687252,0.181082,0.41252,0.46589,0.453657,0.579258,0.679422,0.593341
TOV-21G,SRR8633766,ovary,carcinoma (clear_cell_carcinoma),carcinoma ,clear_cell_carcinoma,primary,62.0,female,Caucasian,0.459642,0.110607,0.1984,0.52053,0.71479,0.154275,0.410137,0.495166,0.472585,0.695429,0.747983,0.740765
OVMANA,SRR8633767,ovary,carcinoma (clear_cell_carcinoma),carcinoma ,clear_cell_carcinoma,primary,51.0,female,Asian,0.468142,0.116537,0.220808,0.560761,0.767324,0.172854,0.433477,0.514535,0.493369,0.63646,0.712028,0.641068
WSU-DLCL2,SRR8633768,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),lymphoid_neoplasm ,diffuse_large_B_cell_lymphoma,metastasis,41.0,male,Caucasian,0.440764,0.176193,0.271745,0.469891,0.596817,0.264715,0.427133,0.452215,0.449616,0.594594,0.661686,0.643351
OVKATE,SRR8633769,ovary,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,40.0,female,Asian,0.514068,0.154461,0.24406,0.560127,0.753163,0.225768,0.453138,0.536349,0.51562,0.740039,0.779808,0.777684
YAPC,SRR8633770,pancreas,carcinoma,carcinoma,,metastasis,43.0,male,Asian,0.521539,0.130269,0.228832,0.609374,0.813947,0.211392,0.453272,0.549189,0.52353,0.770276,0.808662,0.795722
T84,SRR8633771,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,72.0,male,Caucasian,0.419314,0.135037,0.226352,0.493576,0.646894,0.193837,0.421982,0.46836,0.458806,0.500386,0.616994,0.509362
Panc 02.03,SRR8633772,pancreas,carcinoma,carcinoma,,primary,70.0,female,Caucasian,0.514557,0.160739,0.264475,0.595864,0.782017,0.242039,0.467833,0.540092,0.522143,0.736125,0.7975,0.772857
P3HR-1,SRR8633773,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (Burkitt_lymphoma),lymphoid_neoplasm ,Burkitt_lymphoma,metastasis,7.0,male,African_american,0.621309,0.354779,0.464363,0.675082,0.779604,0.475947,0.60596,0.633167,0.630059,0.729602,0.786308,0.763575
P31/FUJ,SRR8633774,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M5)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M5",primary,,male,Asian,0.512961,0.195185,0.29786,0.613108,0.76049,0.28801,0.486604,0.549525,0.534969,0.619164,0.703721,0.609566
P12-ICHIKAWA,SRR8633775,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),lymphoid_neoplasm ,acute_lymphoblastic_T_cell_leukaemia,primary,7.0,male,Asian,0.631403,0.299945,0.408666,0.703301,0.845815,0.382941,0.575531,0.646437,0.628831,0.818735,0.845657,0.840214
NU-DUL-1,SRR8633776,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (B_cell_lymphoma_unspecified),lymphoid_neoplasm ,B_cell_lymphoma_unspecified,metastasis,43.0,male,Caucasian,0.582914,0.303246,0.409355,0.644277,0.790676,0.423858,0.548575,0.588273,0.581048,0.761579,0.81524,0.805081
VMRC-RCW,SRR8633777,kidney,carcinoma,carcinoma,,primary,,male,Caucasian,0.55876,0.198841,0.308991,0.636979,0.811994,0.288123,0.497053,0.570069,0.552227,0.774334,0.801704,0.803243
VMRC-RCZ,SRR8633778,kidney,carcinoma (renal_cell_carcinoma),carcinoma ,renal_cell_carcinoma,primary,,,Caucasian,0.552709,0.144109,0.245471,0.62996,0.825642,0.200816,0.476262,0.581648,0.553467,0.808369,0.831882,0.835526
MEL-HO,SRR8633779,skin,malignant_melanoma,malignant_melanoma,,primary,,female,Caucasian,0.377404,0.116649,0.194346,0.45351,0.585799,0.157274,0.367848,0.414186,0.403973,0.480005,0.596219,0.474926
MEL-JUSO,SRR8633780,skin,malignant_melanoma,malignant_melanoma,,primary,58.0,female,Caucasian,0.453903,0.133546,0.232216,0.539948,0.699839,0.198305,0.419973,0.485738,0.469452,0.611502,0.663735,0.630945
JHOS-4,SRR8633781,ovary,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,44.0,female,Asian,0.529573,0.151631,0.252758,0.609655,0.795799,0.246037,0.470487,0.565704,0.542351,0.706279,0.7452,0.713934
MeWo,SRR8633782,skin,malignant_melanoma,malignant_melanoma,,metastasis,78.0,male,Caucasian,0.36662,0.0925051,0.158523,0.417976,0.564013,0.127458,0.33196,0.401935,0.384479,0.50587,0.554882,0.506513
MDST8,SRR8633783,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,,Caucasian,0.417814,0.157187,0.253743,0.530749,0.650949,0.218561,0.425491,0.456822,0.451847,0.513853,0.614164,0.527874
ME-1,SRR8633784,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M4",primary,40.0,male,Asian,0.486637,0.151961,0.24002,0.566481,0.75527,0.209681,0.437022,0.514587,0.494543,0.70769,0.761095,0.727333
MEC-1,SRR8633785,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma),lymphoid_neoplasm ,,primary,61.0,male,Caucasian,0.479396,0.113258,0.208981,0.589658,0.802673,0.174065,0.410148,0.517955,0.487553,0.692079,0.75431,0.686628
MEG-01,SRR8633786,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),haematopoietic_neoplasm ,blast_phase_chronic_myeloid_leukaemia,primary,55.0,male,Asian,0.334761,0.0852037,0.14073,0.409256,0.548695,0.0986593,0.316473,0.373045,0.359547,0.447919,0.501293,0.46052
MFE-280,SRR8633787,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,77.0,female,Caucasian,0.452539,0.108237,0.181924,0.521174,0.713017,0.156852,0.385378,0.483793,0.457765,0.695431,0.728603,0.721507
MFE-296,SRR8633788,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,68.0,female,Caucasian,0.438718,0.124095,0.222546,0.515785,0.713479,0.184019,0.419953,0.466748,0.45659,0.584268,0.667786,0.616874
CAL-120,SRR8633789,breast,carcinoma,carcinoma,,metastasis,43.0,female,Caucasian,0.457116,0.114439,0.202067,0.545004,0.741684,0.162881,0.407691,0.486826,0.466123,0.679386,0.755148,0.719301
Caki-2,SRR8633790,kidney,carcinoma (clear_cell_renal_cell_carcinoma),carcinoma ,clear_cell_renal_cell_carcinoma,primary,69.0,male,Caucasian,0.4352,0.116834,0.209439,0.506363,0.702435,0.177135,0.399165,0.473506,0.454426,0.611047,0.683032,0.61877
SNU-1076,SRR8633791,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,60.0,male,Asian,0.421026,0.107596,0.19696,0.488024,0.647417,0.16133,0.402151,0.46314,0.449008,0.5639,0.651581,0.573243
BV-173,SRR8633792,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),haematopoietic_neoplasm ,blast_phase_chronic_myeloid_leukaemia,primary,45.0,male,Caucasian,0.67029,0.36123,0.471278,0.723915,0.85754,0.460022,0.623219,0.670085,0.661182,0.857558,0.883505,0.889477
